show_tables|ok
torch_trace_tail|error=query_rc_1
gpu_util|error=query_rc_1
cpu_util|ok
process_gpu_users|error=query_rc_1
process_cpu_stats|error=query_rc_1
cpu_tasks|ok
p3_cpu_window|ok
p3_cpu_tasks_stress|ok
