run_id,dose,case,d_level,c1_c0,target_reported,target_truth,grid_reported,grid_truth,tool_probing_sql,tool_greyhound,tool_xputimer,notes
20260725_135238-yjr-as-c-p3-sw-c-loud,loud,P3-SW-C,D4,2.49,rank_4,rank_7,P3-SW,P3-SW,PASS_D4,PENDING,PENDING,"D1: C1/C0_step_ms=2.49 (thr=1.5); D2: IoU=1.00 det=[100,300] gt=[100,300] onset=139; D3_signal=max_data_ms rank=4 data=31.08; D3: hit victim=7 (same_host_single_pod) reported=4; sidecar_log_present (旁证 EXT，非 Probing SQL → 不升 D4); D4_pending: Probing SQL (gpu.utilization/process.*) 本 run 未落盘; recovery_weak post/C0=1.56; sql_dump=ok; tables_missing=python.torch_trace,process.gpu_users,process.cpu_stats; cpu.utilization_rss:max_kb=1129100:cpu_util; D4 grid=P3-SW"
