run_id,dose,case,d_level,c1_c0,target_reported,target_truth,grid_reported,grid_truth,tool_probing_sql,tool_greyhound,tool_xputimer,notes
20260724_115002-p3swa-loud,Loud,P3-SW-A,D4,2.17,rank_7,rank_7,P3-SW,P3-SW,PASS_D4,ENV-BLOCKED,ENV-BLOCKED,"D1: C1/C0_step_ms=2.17; D2: IoU=1.00 det=[100,300] gt=[100,300] onset=101; D3_signal=max_data_ms rank=7 data=362.04; D3: hit victim=7 (±1) reported=7; D4_pending: Probing SQL (gpu.utilization/process.*) 本 run 未落盘; recovery_ok post/C0=0.77 (D5 需先 D4); sql_dump=ok; tables_missing=gpu.utilization,python.torch_trace,process.gpu_users,process.cpu_stats; cpu.utilization_rss:max_kb=993571:p3sw_rss_window; D4 grid=P3-SW"
