run_id,dose,case,d_level,c1_c0,target_reported,target_truth,grid_reported,grid_truth,tool_probing_sql,tool_greyhound,tool_xputimer,notes
20260725_020212-yjr-as-c-p3-ext-b-loud,loud,P3-EXT-B,D3,2.13,rank_11,rank_7,,P3-EXT,SQL_NO_EXT_EVIDENCE,PENDING,PENDING,"D1: C1/C0_step_ms=2.13; D2: IoU=1.00 det=[100,300] gt=[100,300] onset=2; D3_signal=max_data_ms rank=11 data=34.02; D3: hit victim=7 (same_host_single_pod) reported=11; sidecar_log_present (旁证 EXT，非 Probing SQL → 不升 D4); D4_pending: Probing SQL (gpu.utilization/process.*) 本 run 未落盘; recovery_weak post/C0=1.95; sql_dump=ok; tables_missing=gpu.utilization,cpu.utilization,cpu.tasks,python.torch_trace,process.gpu_users,process.cpu_stats; SQL_NO_EXT_EVIDENCE:host_psi_io_no_hit:rate=None:thresh=50000.0"
