run_id,case_id,dose,tool,d_level,d1_step,d_final_step,target_reported,target_truth,grid_reported,grid_truth,c0_med,c1_med,c2_med,c1_c0,loc_config,tool_probing_sql,tool_greyhound,tool_xputimer,notes
20260724_115002-p3swa-loud,P3-SW-A,Loud,offline_training_metrics,3,101,101,rank_7,rank_7,,P3-SW,212.40,461.43,443.98,2.17,C1_inject_none,SQL_PENDING,ENV-BLOCKED,ENV-BLOCKED,"D1: C1/C0_step_ms=2.17; D2: IoU=1.00 det=[100,300] gt=[100,300] onset=101; D3_signal=max_data_ms rank=7 data=362.04; D3: hit victim=7 (±1) reported=7; D4_pending: Probing SQL (gpu.utilization/process.*) 本 run 未落盘; recovery_ok post/C0=0.77 (D5 需先 D4)"
