run_id,case_id,dose,tool,d_level,d1_step,d_final_step,target_reported,target_truth,grid_reported,grid_truth,c0_med,c1_med,c2_med,c1_c0,loc_config,tool_probing_sql,tool_greyhound,tool_xputimer,notes
20260724_114257-p3swa-bite2,P3-SW-A,Loud,offline_training_metrics,3,101,101,rank_7,rank_7,,P3-SW,141.07,444.50,,3.15,C1_inject_none,SQL_PENDING,ENV-BLOCKED,ENV-BLOCKED,"D1: C1/C0_step_ms=3.15; D2: IoU=1.00 det=[100,300] gt=[100,300] onset=101; D3_signal=max_data_ms rank=7 data=348.69; D3: hit victim=7 (±1) reported=7; D4_pending: Probing SQL (gpu.utilization/process.*) 本 run 未落盘; recovery_weak post/C0=1.15"
