run_id,dose,case,d_level,c1_c0,target_reported,target_truth,grid_reported,grid_truth,tool_probing_sql,tool_greyhound,tool_xputimer,notes
20260725_124102-yjr-as-c-p2-sw-c-loud,loud,P2-SW-C,D3,5.06,rank_7,rank_7,,P2-SW,SQL_NO_EXT_EVIDENCE,PENDING,PENDING,"D1: C1/C0_step_ms=5.06 (thr=1.15); D2: IoU=1.00 det=[100,300] gt=[100,300] onset=0; D3_signal=topo_phase_envwide rank=7 step=389.49 (topo_5c env-wide HCA/AR/SHM；对象=GT victim/attach); D3: hit victim=7 (±1) reported=7; sidecar_log_present (旁证 EXT，非 Probing SQL → 不升 D4); D4_pending: Probing SQL (gpu.utilization/process.*) 本 run 未落盘; recovery_weak post/C0=4.82; sql_dump=ok; tables_missing=python.torch_trace,process.gpu_users,process.cpu_stats; SQL_NO_EXT_EVIDENCE:p2sw_no_d4_path:topo_5c_no_sql_rootcause:comm_collective_present_no_duration_query:mlx_hca_present_no_order_query"
