run_id,case_id,dose,tool,d_level,d1_step,d_final_step,target_reported,target_truth,grid_reported,grid_truth,c0_med,c1_med,c2_med,c1_c0,loc_config,tool_probing_sql,tool_greyhound,tool_xputimer,notes
20260725_021906-yjr-as-c-p3-ext-c-loud,P3-EXT-C,loud,offline_training_metrics,3,15,15,rank_15,rank_7,,P3-EXT,87.24,138.77,130.92,1.59,C1_inject_none,SQL_PENDING,PENDING,PENDING,"D1: C1/C0_step_ms=1.59; D2: IoU=1.00 det=[100,300] gt=[100,300] onset=15; D3_signal=max_data_ms rank=15 data=2.90; D3: hit victim=7 (same_host_single_pod) reported=15; sidecar_log_present (旁证 EXT，非 Probing SQL → 不升 D4); D4_pending: Probing SQL (gpu.utilization/process.*) 本 run 未落盘; recovery_weak post/C0=2.05"
