run_id,case_id,dose,tool,d_level,d1_step,d_final_step,target_reported,target_truth,grid_reported,grid_truth,c0_med,c1_med,c2_med,c1_c0,loc_config,tool_probing_sql,tool_greyhound,tool_xputimer,notes
20260724_090823-p3-live-d4e,P3-EXT-A,Loud,offline_training_metrics,3,110,110,rank_0,rank_7,,P3-EXT,174.03,517.50,481.55,2.97,C1_inject_none,SQL_PENDING,ENV-BLOCKED,ENV-BLOCKED,"D1: C1/C0_step_ms=2.97; D2: IoU=1.00 det=[100,300] gt=[100,300] onset=110; D3_signal=max_data_ms rank=0 data=28.64; D3: hit victim=7 (same_host_node) reported=0; sidecar_log_present (旁证 EXT，非 Probing SQL → 不升 D4); D4_pending: Probing SQL (gpu.utilization/process.*) 本 run 未落盘; recovery_ok post/C0=0.87 (D5 需先 D4)"
